DOCID|REFERENCE|ETABLISSEMENT|RESEAU|CONTACT|EMAILCONTACT|SITEWEB|TELEPHONE|FAX|HANDICAPS|CODEPOSTAL|ADRESSE|REGION|DEPARTEMENT|VILLE|ACTIVIT
88559|2014-00167|Restaurant Le Couraduque|Tourisme et Handicap|Mme Huot-Marchand|val.azun.loisirs@orange.fr|http://|562974216||auditif ; mental ; moteur ; visuel|65400|Col de la Couraduque|Occitanie|HAUTES-PYRENEES|AUCUN|Restaurant
88560|2014-00168|Village Vacances La Riviere Cap France|Tourisme et Handicap|M.Brochet|direction-la-riviere@capfrance.com|http://www.village-vacances-lariviere.com|251582128|251587761|auditif ; mental ; moteur ; visuel|85163|48 Rue de la Chesseliere|Pays de la Loire|VENDEE|SAINT JEAN DE MONTS|Village de vacances
88561|2014-00169|Gite La Clé des Champs|Tourisme et Handicap|Mme Aliouane|resagite@yahoo.fr|http://www.locations29.com|624656089||auditif ; mental|29100||Bretagne|FINISTERE|POULDERGAT|Meublé de tourisme
88562|2014-00170|Hotel La Villa Bel Ange|Tourisme et Handicap|M.Jaouen|lavillabelange@orange.fr|http://www.lavillabelange.com|297502344||auditif ; mental|56470|25 route des plages|Bretagne|MORBIHAN|SAINT-PHILIBERT|Hôtel
88563|2014-00171|Parc Aquatique Natureo|Tourisme et Handicap|M.Lagache|infos@parc-natureo.fr|http://www.parc-natureo.fr|24791343455|247913459|auditif ; mental ; moteur ; visuel|37600|1 Allée des Lys|Centre -  Val de Loire|INDRE-ET-LOIRE|LOCHES|
88564|2014-00172|Office de tourisme Touraine Nature|Tourisme et Handicap|M.Taffut|c.beron@tourainenature.com|http://www.tourainenature.com|247965822||auditif ; mental ; moteur ; visuel|37130|19 rue Thiers|Centre -  Val de Loire|INDRE-ET-LOIRE|LANGEAIS|Office de tourisme
88565|2014-00173|Restaurant l'Ambacia|Tourisme et Handicap|M.Gautillot|restaurantlambacia@yahoo.fr|http://|247232144||auditif ; mental ; moteur|37530|12 Place Michel Debré|Centre -  Val de Loire|INDRE-ET-LOIRE|AMBOISE|Restaurant
88566|2014-00174|Salle de spectacle Artémia|Tourisme et Handicap|M.Grouzis|carcangioli@groupetranchant.com|http://www.groupetranchant.com|466534095|466534101|mental ; moteur|30240|100 Route de l'Espiguette|Occitanie|GARD|GRAU-DU-ROI (LE)|
88567|2014-00175|Maison de Pays Domaine d'Escary Mas Dieu|Tourisme et Handicap|M.Fournier|contact@masdieuvillage.fr|http://www.masdieuvillage.fr|609878669|467298086|auditif ; mental|34340|145 Avenue Gilbert Sénes|Occitanie|HERAULT|MONTARNAUD|Lieu de visite
88568|2014-00176|Gite des Bois de Romaison|Tourisme et Handicap|Mme Coffineau|coffineau.romaison@wanadoo.fr|http://|238962645||auditif ; mental ; moteur|45260|Hameau Romaison|Centre -  Val de Loire|LOIRET|CHAILLY-EN-GATINAIS|Meublé de tourisme
88569|2014-00177|Chambres d'hôtes Le Rougé|Tourisme et Handicap|M.Ackroyd|murack@wanadoo.fr|http://www.rougeariege.com|561048036||auditif ; mental ; moteur ; visuel|9420|Rougé|Occitanie|ARIEGE|ESPLAS-DE-SEROU|Chambre d'hôtes
88570|2014-00178|Jardin de Balata|Tourisme et Handicap|M.Fontenille|jardin-balata@wanadoo.fr|http://www.jardindebalata.com|596644875|596647340|auditif ; mental ; moteur ; visuel|97234|10km Route de Balata|Martinique|MARTINIQUE|FORT DE FRANCE|Lieu de visite
88571|2014-00179|Huilerie de Neuville|Tourisme et Handicap|M.Blanvillain|info@huilerie-de-neuville.com|http://www.huilerie-de-neuville.com|549512016|549513702|mental ; moteur|86170|2 rue Robert Schuman|Nouvelle Aquitaine|VIENNE|NEUVILLE-DE-POITOU|Lieu de visite
88572|2014-00180|Village de Vacances Les Chalets de Moulière|Tourisme et Handicap|M.Boutin|villagevacance@laligue86.org|http://www.laligue86.org|549858440|549858469|auditif ; mental|86210|Rue des Ardentes|Nouvelle Aquitaine|VIENNE|VOUNEUIL SUR VIENNE|Village de vacances
88573|2014-00181|Gite La Bourrine Gites Les Rochelles|Tourisme et Handicap|M.Michaud|lesrochelles@live.fr|http://www.giteslesrochelles.com|251553399||auditif ; mental ; moteur ; visuel|85300|30 rue des Rochelles|Pays de la Loire|VENDEE|SOULLANS|Meublé de tourisme
88574|2014-00182|Gite La Pibole Gites Les Rochelles|Tourisme et Handicap|M.Michaud|lesrochelles@live.fr|http://www.giteslesrochelles.com|251553399||auditif ; mental ; moteur ; visuel|85300|30 rue des Rochelles|Pays de la Loire|VENDEE|SOULLANS|Meublé de tourisme
88575|2014-00183|Office de Tourisme de Nimes Annexe|Tourisme et Handicap|Mme Bourgade|info@ot-nimes.fr|http://www.nimes-tourisme.com|466583803|466583801|auditif ; mental ; moteur ; visuel|30900|Esplanade|Occitanie|GARD|NIMES|Office de tourisme
88576|2014-00184|Gite Touraine|Tourisme et Handicap|M.Casanova|jjcasa@jjcasa;fr|http://www.chambredhotescasanova.org|254710902||auditif ; mental ; moteur ; visuel|41130|4 rue Aristide Ronestant|Centre -  Val de Loire|LOIR-ET-CHER|CHATILLON SUR CHER|Meublé de tourisme
88578|2014-00185|Gite Berry|Tourisme et Handicap|M.Casanova|jjcasa@jjcasa.fr|http://www.chambredhotescasanova.org|254710902||auditif ; mental ; moteur ; visuel|41130|4 rue Aristide Ronestant|Centre -  Val de Loire|LOIR-ET-CHER|CHATILLON SUR CHER|Meublé de tourisme
88588|2014-00192|MUSEE INTERNATIONAL DE LA PARFUMERIE|Engagement Qualité PACA ; DIRECCTE Provence Alpes-Côte d'Azur|Leleux Jean-Pierre|bchaminade@paysdegrasse.fr|http://www.museesdegrasse.com|04 97 05 58 02|||6130|2, Bd du Jeu de ballon|Provence Alpes-Côte d'Azur|ALPES-MARITIMES|GRASSE|Lieu de visite
88589|2014-00193|JARDINS DU MUSEE INTERNATIONAL DE LA PARFUMERIE|Engagement Qualité PACA ; DIRECCTE Provence Alpes-Côte d'Azur|Leleux Jean-Pierre|bchaminade@paysdegrasse.fr|http://www.museesdegrasse.com|04 97 05 58 02|||6370|979, Chemin des Gourettes|Provence Alpes-Côte d'Azur|ALPES-MARITIMES|MOUANS SARTOUX|Lieu de visite
88600|2014-00204|Meublé de tourisme|Tourisme et Handicap|M.Mackaie|michel.mackaie@orange.fr|http://|386750843||auditif ; mental ; moteur ; visuel|89160|61 Grande Rue|Bourgogne Franche-Comté|YONNE|ARGENTEUIL-SUR-ARMANCON|Meublé de tourisme
88601|2014-00205|Restaurant le Pirate|Tourisme et Handicap|M.Savoie|patsav@orange.fr|http://www.brasserie-au-pirate.com|233500383||auditif ; mental ; moteur ; visuel|50400|2 Place du Général de Gaulle|Normandie|MANCHE|GRANVILLE|Restaurant
88602|2014-00206|Ponton de pêche - Pêche de Monts|Tourisme et Handicap|M.Chataignier|31aappma.monts@gmail.com|http://www.defepeche37.fr|247265765||auditif ; mental ; moteur ; visuel|37260|120 rue du Val de l'Indre|Centre -  Val de Loire|INDRE-ET-LOIRE|MONTS|
88603|2014-00207|Médiathèque Emile Zola|Tourisme et Handicap|M.Gudin de Vallerin|homere.mca@montpellier-agglo.com|http://www.montpellier-agglo.com|499062714|467348701|auditif ; mental ; moteur|34000|2018 Boulevar de l'Aeroport International|Occitanie|HERAULT|MONTPELLIER|
88604|2014-00208|Village de vacances Ternelia Les Rabuons|Tourisme et Handicap|M.Caltabellota|lerabuons@ternelia.com|http://www.rabuons-mercantour.com|493024007|493024219|auditif ; mental ; moteur|6650|27 rue  Droite|Provence Alpes-Côte d'Azur|ALPES-MARITIMES|SAINT ETIENNE DE TINÉE|Village de vacances
88605|2014-00209|Gite du Meunier|Tourisme et Handicap|Mme Vivier|vivier.jocelyne@wanadoo.fr|http://www.gitecharente.com|545969973||auditif ; mental ; visuel|16290|Neuillac|Nouvelle Aquitaine|CHARENTE|ASNIERES-SUR-NOUERE|Meublé de tourisme
88606|2014-00210|Gite rural|Tourisme et Handicap|Mme Asensio|Karine.asensio@gmx.fr|http://|467231137||auditif ; mental ; visuel|34330|Lieu Dit le Banes|Occitanie|HERAULT|SOULIE (LE)|Meublé de tourisme
88607|2014-00211|Office de tourisme de Vouvray|Tourisme et Handicap|Mme Bruere|office-tourisme-vouvray@wanadoo.fr|http://www.tourismevouvray-valdeloire.com|247526873||auditif ; mental ; moteur ; visuel|37210|12 Rue de Rabelais|Centre -  Val de Loire|INDRE-ET-LOIRE|VOUVRAY|Office de tourisme
88608|2014-00212|Hôtel Hor|Tourisme et Handicap|M.Debecque|direction@hotel-hor.com|http://www.hotel-hor.com|156337272||mental ; visuel|75010|160 rue La Fayette|Ile-de-France|PARIS|PARIS|Hôtel
88609|2014-00213|Gite La Petite Bergerie|Tourisme et Handicap|Mme Manchon|manchoncl@wanadoo.fr|http://|232502136||auditif ; mental ; moteur|27400|Route d'Evreux Hameau les planches|Normandie|EURE|ACQUIGNY|Meublé de tourisme
88610|2014-00214|Chambres d'hôtes La Fontaine du Tonneau|Tourisme et Handicap|Mme Pasquin|noemie.caron@wanadoo.fr|http://www.la-fontaine-du-tonneau.emonsite.com|622794171||auditif ; mental|36260|6 Chemin de Montchevry|Centre -  Val de Loire|INDRE|REUILLY|Chambre d'hôtes
88611|2014-00215|Hôtel Eskualduna Chez Katina|Tourisme et Handicap|Mme Ducos|chezkatina@wanadoo.fr|http://www.chezkatina.com|5593777172|559377339|auditif ; mental|64780||Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|SAINT MARTIN D'ARROSSA|Hôtel
88612|2014-00216|Gite du Val Anger|Tourisme et Handicap|M.Leudet|eliphi3àwanadoo.fr|http://|232574458||auditif ; mental ; moteur ; visuel|27680|505 rue du Val Anger|Normandie|EURE|TROUVILLE-LA-HAULE|Meublé de tourisme
88644|2014-00246|Gite Flora|Tourisme et Handicap|Mme Crolais|anne.marie.crolais@cernet.fr|http://www.gitesdarmor.com|296729533|296728365|auditif ; mental ; moteur ; visuel|22400|L'hyodal|Bretagne|COTES-D'ARMOR|SAINT-ALBAN|Meublé de tourisme
88645|2014-00247|Gite Ilet|Tourisme et Handicap|Mme Crolais|anne.marie.crolais@cernet.fr|http://www.gitedarmor.com|296729533|296728365|auditif ; mental ; moteur ; visuel|22400|L'Hyoval|Bretagne|COTES-D'ARMOR|SAINT-ALBAN|Meublé de tourisme
88646|2014-00248|Gite Sable d'Or|Tourisme et Handicap|Mme Crolais|anne.marie.crolais@cernet.fr|http://www.gitesdarmor.com|296729533|296728365|auditif ; mental ; moteur ; visuel|22400|L'Hyoval|Bretagne|COTES-D'ARMOR|SAINT-ALBAN|Meublé de tourisme
88647|2014-00249|Gite Val d'André|Tourisme et Handicap|Mme Crolais|anne.marie.crolais@cernet.fr|http://www.gitesdarmor.com|296729533|296728365|auditif ; mental ; moteur ; visuel|22400|L'Hyoval|Bretagne|COTES-D'ARMOR|SAINT-ALBAN|Meublé de tourisme
88648|2014-00250|Hotel Palym|Tourisme et Handicap|Mme Lacoume|b64200@gmail.com|http://www.hotel-palym-biarritz.fr|559241656||auditif ; mental ; moteur ; visuel|64200|7 rue du Port Vieux|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|BIARRITZ|Hôtel
88649|2014-00251|Maison de la Vache Qui Rit|Tourisme et Handicap|M.Markarian|contact@lamaisondelavachequirit.com|http://www.lamaisondelavachequirit.com|384435410||auditif ; mental ; moteur ; visuel|39000|25 rue Richebourg|Bourgogne Franche-Comté|JURA|LONS LE SAULNIER|Lieu de visite
88650|2014-00252|Office de tourisme d'Embrun|Tourisme et Handicap|Mme Rambaud|contact@tourisme-embrun.com|http://www.tourisme-embrun.com|492437272||auditif ; mental ; moteur ; visuel|5200|Place du Général Dosse|Provence Alpes-Côte d'Azur|HAUTES-ALPES|EMBRUN|Office de tourisme
88651|2014-00253|Chateau de la Buzine Maison des cinématographies de la Mediterranée|Tourisme et Handicap|Mme Fedele|contact@labuzine.com|http://www.labuzine.com|491452760|491439123|mental ; moteur|13011| Parc des 7 collines|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|MARSEILLE|Lieu de visite
88652|2014-00254|Office de tourisme de Salon de Provence|Tourisme et Handicap|M.Bouniol|accueil@visitsalondeprovence.com|http://www.salondeprovence.com|490562760||auditif ; mental ; moteur|13300|56 Cours Gimon|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|SALON DE PROVENCE|Office de tourisme
88653|2014-00255|Arboretum - Le jardin de Gaston|Tourisme et Handicap|M.Vulpian|tourisme@stmartindecrau.fr|http://www.ville-saint-martin-de-crau.fr|490479840|490479844|auditif ; mental ; moteur|13310|Avenue de Plaisance|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|SAINT MARTIN DE CRAU|Lieu de visite
88654|2014-00256|Chambres d'hôtes Les Oiseaux de Pasage|Tourisme et Handicap|M.Vergneau|gerard.vergneau@gmail.com|http://www.bnb-lesoiseauxdepassage.com|231226040||auditif ; mental ; moteur ; visuel|14230|Hameau de la Madeleine|Normandie|CALVADOS|ISIGNY SUR MER|Chambre d'hôtes
88655|2014-00257|Meublé de tourisme|Tourisme et Handicap|Mme Chanselle|af.chanselle@orange.fr|http://www.lefragnaud.com|546955134||auditif ; moteur|17250|Le fragnaud|Nouvelle Aquitaine|CHARENTE-MARITIME|SAINT PORCHAIRE|Meublé de tourisme
88657|2014-00259|Hotel restaurant Edward 1er|Tourisme et Handicap|M.Capelle|info@hoteledward1er.com|http://www.hoteledward1er.com|553224400|553225799|auditif ; mental ; moteur ; visuel|24540|5 rue Saint Pierre|Nouvelle Aquitaine|DORDOGNE|MONPAZIER|Hôtel-restaurant
88658|2014-00260|Office de tourisme de Romans|Tourisme et Handicap|M.Brillaud|contact@romans-tourisme.com|http://www.romans-tourisme.com|475022872|475059162|auditif ; mental ; moteur ; visuel|26100|62 Avenue Gambetta|Auvergne Rhône-Alpes|DROME|ROMANS|Office de tourisme
88659|2014-00261|Office de tourisme de Gisors|Tourisme et Handicap|M.Goncalvez|info@tourisme-gisors.fr|http://www.tourisme-gisors.fr|232276063|232276075|auditif ; mental ; moteur ; visuel|27140|4 rue du Général de Gaulle|Normandie|EURE|GISORS|Office de tourisme
88660|2014-00262|Auberge de la Rose|Tourisme et Handicap|Mme Chasteignier|info@aubergedelarose.org|http://www.aubergedelarose.org|237480513||auditif ; mental|28260|6 rue Charles Lechevrel|Centre -  Val de Loire|EURE-ET-LOIR|ANET|Restaurant
88661|2014-00263|Gite de groupe de Moriers|Tourisme et Handicap|M.Roulle|mairie.moriers@wanadoo.fr|http://|237472658|237472658|auditif ; mental ; moteur ; visuel|28800|10 rue de la République|Centre -  Val de Loire|EURE-ET-LOIR|MORIERS|Meublé de tourisme
88662|2014-00264|Auberge du Moulin à vent|Tourisme et Handicap|M.Santarromana|lemoulinaventmanou@orange.fr|http://www.aubergedumoulinavent.fr|237818548||mental ; moteur|28240|23 rue Chemin du Moulin à vent|Centre -  Val de Loire|EURE-ET-LOIR|MANOU|Hôtel-restaurant
88663|2014-00265|Restaurant la Butte|Tourisme et Handicap|M.Conraux|info@labutte.fr|http://www.labutte.fr|298254054||auditif ; mental ; moteur ; visuel|29260|12 Rue de la Mer|Bretagne|FINISTERE|PLOUIDER|Restaurant
88664|2014-00266|Restaurant de la Pointe de Cap Coz|Tourisme et Handicap|M.Le Torc'h|bienvenue@hotel-capcoz.com|http://www.hotel-capcoz.com|298560163||auditif ; mental ; moteur ; visuel|29170|Cap Coz|Bretagne|FINISTERE|FOUESNANT|Restaurant
88665|2014-00267|Hotel de la Pointe de Cap Coz|Tourisme et Handicap|M.Le Torc'h|bienvenue@hotel-capcoz.com|http://www.hotel-capcoz.com|298560163||auditif ; mental ; moteur ; visuel|29170|Cap Coz|Bretagne|FINISTERE|FOUESNANT|Hôtel
88666|2014-00268|Musée Maison des Abeilles|Tourisme et Handicap|Mme Robrolle-mary|lamaisondesabeilles36@orange.fr|http://www.maisondesabeilles.com|254286863||auditif ; mental ; visuel|36300|La Vallée Route de Concremiers|Centre -  Val de Loire|INDRE|INGRANDES|Lieu de visite
88667|2014-00269|Offfice de tourisme d'Issoudun|Tourisme et Handicap|Mme Bruneau|tourisme@issoudun.fr|http://www.issoudun.fr|254217402|254030336|auditif ; mental ; moteur ; visuel|36000|Place Saint Cyr|Centre -  Val de Loire|INDRE|ISSOUDUN|Office de tourisme
88668|2014-00270|Meublé Le Clos du Coteau|Tourisme et Handicap|Mme Rouquette|reservation@gites-touraine.com|http://www.perso.gites-touraine.com/leclosducoteau/|247275610|247481339|auditif ; mental ; visuel|37140|4 Route Saint-Gilles|Centre -  Val de Loire|INDRE-ET-LOIRE|BENAIS|Meublé de tourisme
88669|2014-00271|Restaurant Le Bousquet|Tourisme et Handicap|M.Doremus|stephane.doremus@gmail.com|http://www.le-bousquet.com|254714444|254717400|auditif ; mental ; moteur|41110|6 rue de la Cave|Centre -  Val de Loire|LOIR-ET-CHER|POUILLE|Restaurant
88670|2014-00272|Gite Le Fidésien|Tourisme et Handicap|M.Grayel|h.grayel@orange.fr|http://www.gites-de-france-loire.com|477940973||auditif ; mental|42140|Le Bourg|Auvergne Rhône-Alpes|LOIRE|CHEVRIÈRES|Meublé de tourisme
88671|2014-00273|Gite Le Chevretin|Tourisme et Handicap|M.Grayel|h.grayel@orange.fr|http://www.gites-de-france-loire.com|477940973||auditif ; mental|42140|Le Bourg|Auvergne Rhône-Alpes|LOIRE|CHEVRIÈRES|Meublé de tourisme
88672|2014-00274|Gite de groupe Les Jardins du Cléray|Tourisme et Handicap|Mme Coquet|contact@jardincleray.fr|http://www.jardincleray.fr|615042250||auditif ; mental|44330|Le Cléray|Pays de la Loire|LOIRE-ATLANTIQUE|VALLET|Meublé de tourisme
88673|2014-00275|Chambre d'hôtes Orléans Matins Beaumonts|Tourisme et Handicap|Mme Bougeant|matinsbeaumonts@gmail.com|http://www.orleans-matins-beaumonts.com|605141533||auditif ; mental|45000|21bis rue des Beaumonts|Centre -  Val de Loire|LOIRET|ORLEANS|Chambre d'hôtes
90777|9220|Hôtel Solenca|Fédération Internationale des Logis ; DIRECCTE Occitanie|Ducès|info@solenca.com|http://www.solenca.com|05 62 09 09 08|05 62 09 09 07||32110||Occitanie|GERS|NOGARO EN ARMAGNAC|Hôtel-restaurant
89404|2014-00469|Chalet de l'Orgère|Tourisme et Handicap|73500|patrick.roulaud@parc-national-vanoise.fr|http://www.refuge.orgere.free.fr|479051165||auditif ; mental ; moteur ; visuel|73500|L'Orgère|Auvergne Rhône-Alpes|SAVOIE|VILLARODIN-BOURGET|Meublé de tourisme
89405|2014-00470|Gite de groupe Pic Epeiche|Tourisme et Handicap|Mme Archaimbault|contact@eco-gite-sejour-picepeiche.com|http://www.eco-gite-sejour-picepeiche.com|247958308||mental ; moteur ; visuel|37500|1 Impasse de la Rouillère|Centre -  Val de Loire|INDRE-ET-LOIRE|LERNE|Meublé de tourisme
89406|2014-00471|Meublé La Pelligrine - Font Martel|Tourisme et Handicap|M.Ciribino|fontmartel@cevennes-gites.fr|http://www.cevennes-gites.fr|616070757||auditif ; mental ; moteur ; visuel|48160|Font Martel|Occitanie|LOZERE|SAINT-HILAIRE-DE-LAVIT|Meublé de tourisme
89407|2014-00472|Les Gîtes de Soleilhet - Meublé n°2|Tourisme et Handicap|Mme Richet|eliane.richet@sfr.fr|http://www.location-gite-en-correze.com|681591121||auditif ; mental ; moteur|19120|Soleilhet|Nouvelle Aquitaine|CORREZE|PUY D'ARNAC|Meublé de tourisme
89408|2014-00473|Argileum Musée de la Poterie|Tourisme et Handicap|Mme Seylle|contact@argileum.fr|http://www.argileum.fr|467564196||mental ; moteur|34150|6 rue du Monument|Occitanie|HERAULT|SAINT-JEAN-DE-FOS|
89409|2014-00474|Office de Tourisme de Toulouse|Tourisme et Handicap|M.Verger|infos@toulouse-tourisme.com|http://www.toulouse-tourisme.com|892180180|561237497|auditif ; mental ; moteur|31080|Donjon du Capitole|Occitanie|HAUTE-GARONNE|TOULOUSE|Office de tourisme
89410|2014-00475|Restaurant Le Pressoir|Tourisme et Handicap|M.Blanc|restaurantlepressoir.24@orange.fr|http://www.opressoir.com|553805678||auditif ; mental ; moteur ; visuel|24610|20 rue de Montpon|Nouvelle Aquitaine|DORDOGNE|SAINT-MEARD-DE-GURCON|Restaurant
89411|2014-00476|Restaurant La Maison du Lac|Tourisme et Handicap|M.Daynac|contact@pays-colombey-sudtoulois.fr|http://www.basedeloisirs-favieres.fr|383253554||auditif ; mental ; moteur ; visuel|54710|6 Impasse de la Colombe|Grand Est|MEURTHE-ET-MOSELLE|COLOMBEY-LES-BELLES|Restaurant
89412|2014-00477|Gite - Le Clos de l'Ane|Tourisme et Handicap|Mme Pialla-Lemazec|sergepiolla@club-internet.fr|http://www.leclosdelane.fr|475461551||auditif ; mental ; moteur ; visuel|26740|765 Chemin du Cros de l'Ane|Auvergne Rhône-Alpes|DROME|SAVASSE|Meublé de tourisme
89413|2014-00478|Chambre d'hôtes Pégase|Tourisme et Handicap|Mme Pialla-Lemazec|sergepialla@club-internet.fr|http://www.leclosdelane.fr|475461551||auditif ; mental ; moteur ; visuel|26740|765 Chemin du Cros de l'Ane|Auvergne Rhône-Alpes|DROME|SAVASSE|Chambre d'hôtes
89414|2014-00479|Hôtel de la Gare / Palombe bleue|Tourisme et Handicap|Mme Saint Martin|hoteldelagre64@orange.fr|http://www.hoteldelagare-palombebleue.com|559208190|559481828|auditif ; mental ; moteur ; visuel|64700|1 rue des Déportés|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|HENDAYE|Hôtel
89415|2014-00480|Office de Tourisme du Béarn des Gaves|Tourisme et Handicap|M.Vandevoorde|navarrenx@bearndesgaves.com|http://www.tourisme-bearn-gaves.com|559383285|559665480|auditif ; mental ; moteur ; visuel|64190|2 Place des Casernes|Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|NAVARRENX|Office de tourisme
89416|2014-00481|Village de Vacances  La Pierre Bleue|Tourisme et Handicap|M.Houdmond|contact@lapierrebleue.com|http://www.lapierrebleue.com|297452328|297453466|mental ; moteur ; visuel|56730|2 Impasse de Kerdelan|Bretagne|MORBIHAN|SAINT GILDAS DE RHUYS|Village de vacances
89417|2014-00482|Sentier de promenade du Jardin Pastelier|Tourisme et Handicap|M.Cauquil|mairie-servies@wanadoo.fr|http://|563825160|563705230|auditif ; mental ; moteur|81220|Place du 19 mars 1962|Occitanie|TARN|SERVIES|Sport de nature
89418|2014-00483|Les Cabanes de Salagnac|Tourisme et Handicap|Mme Terrier|contact@cabanesdesalagnac.com|http://www.cabanesdesalagnac.com|624474678||auditif ; moteur|19800|Lieu Dit Miers|Nouvelle Aquitaine|CORREZE|MEYRIGNAC-L'EGLISE|Meublé de tourisme
89419|2014-00484|Office de Tourisme du Créonnais|Tourisme et Handicap|M.Nadaud|info@tourisme-creonnais.com|http://www.tourisme-creonnais.com|556232300||auditif ; mental ; moteur ; visuel|33670|62 Boulevard Victor Hugo|Nouvelle Aquitaine|GIRONDE|CRÉON|Office de tourisme
89420|2014-00485|Carrelet de Vitrezay|Tourisme et Handicap|M.Perdriaud|vitrezay@cg17.fr|http://www.poles-nature.en-charente-maritime.com|546498989|546498996|auditif ; mental ; moteur ; visuel|17150|Port Vitrezay|Nouvelle Aquitaine|CHARENTE-MARITIME|SAINT SORLIN DE CONAC|Sport de nature
89421|2014-00486|Restaurant Speed Food|Tourisme et Handicap|Mme Paysant|claudinepaysant@orange.fr|http://|231218585||auditif ; mental ; moteur ; visuel|14117|21 Place du 6 Juin|Normandie|CALVADOS|ARROMANCHES LES BAINS|Restaurant
89425|2014-00487|Maison des vins de l'Entre Deux Mers|Tourisme et Handicap|M.Defraine|contact@vins-entre-deux-mers.com|http://www.vins-entre-deux-mers.com|557343212||auditif ; mental|33670|16 rue de l'Abbaye|Nouvelle Aquitaine|GIRONDE|SAUVE (LA)|Lieu de visite
89426|2014-00488|Meublé de Tourisme Château Laborde|Tourisme et Handicap|Mme Audubert|audubert@wanadoo.fr|http://www.gites33.fr|557698065||auditif ; mental|33230|13 Laborde|Nouvelle Aquitaine|GIRONDE|SAINT-MEDARD-DE-GUIZIERES|Meublé de tourisme
89427|2014-00489|Camping LVL Les Ayguades|Tourisme et Handicap|M.Dorel|infos@loisirs-vacances-languedoc.com|http://www.loisirs-vacances-languedoc.com|468498159||auditif ; mental ; moteur|11430|Avenue de la Jonque|Occitanie|AUDE|GRUISSAN|Camping
89428|2014-00490|Atelier de poterie "Barbotine"|Tourisme et Handicap|M.Beltrando|info@barbotine.fr|http://www.labarbotine.fr|442700300|442709849|auditif ; mental ; moteur|13400|Rue Paul Ruer|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|AUBAGNE|
89429|2014-00491|Hôtel Château de la Motte|Tourisme et Handicap|Mme Masse|chateaudelamotte03@gmail.com|http://www.chateau-de-la-motte-allier.fr|470471465||auditif ; mental|3500|5 rue de la Bascule|Auvergne Rhône-Alpes|ALLIER|LOUCHY-MONTFAND|Hôtel
89430|2014-00492|Hôtel les Verriers ESAT Le Bol Vert|Tourisme et Handicap||contact@bolvert.com|http://www.bolvert.com|327608484|327608485|mental ; moteur|59132|Rue Clavon|Hauts de France|NORD|TRÉLON|Hôtel
89431|2014-00493|Eglise et Trésor de Prades|Tourisme et Handicap|M.Casteix|loeillet.benedicte@mairiedeprade.com|http://www.prades.com|468052358||auditif ; mental|66500|33 rue de l'Hospice|Occitanie|PYRENEES-ORIENTALES|PRADES|Lieu de visite
89432|2014-00494|Restaurant Le Pommier|Tourisme et Handicap|M.Lhuillery|contact@restaurantlepommier.com|http://www.restaurantlepommier.com|231215210|231210601|auditif ; mental ; moteur ; visuel|14400|38 rue des Cuisiniers|Normandie|CALVADOS|BAYEUX|Restaurant
89433|2014-00495|Village de Vacances Porte des Iles|Tourisme et Handicap|Mme Theraud|portedesiles@orange.fr|http://www.vacancespourtous.fr|233912700||auditif ; mental ; moteur ; visuel|50380|106 rue Saint Anne|Normandie|MANCHE|SAINT PAIR SUR MER|Village de vacances
89434|2014-00496|Meublé touristique  6 personnes|Tourisme et Handicap|Mme Drean|contact@entre-dunes-et-mer|http://www.entre-dunes-et-mer|689605589||auditif ; mental ; moteur ; visuel|50270|15 rue de Maudret|Normandie|MANCHE|MOITIERS-D'ALLONNE (LES)|Meublé de tourisme
89435|2014-00497|Office de tourisme de Collioure|Tourisme et Handicap|M.Cassagneres|d.fabre@collioure.com|http://www.collioure.com|468821547||auditif ; mental ; moteur ; visuel|66190|Place du 18 juin|Occitanie|PYRENEES-ORIENTALES|COLLIOURE|Office de tourisme
89436|2014-00498|Hôtel Restaurant La Maison Carrée|Tourisme et Handicap||hotel@maisoncarree.com|http://www.maisoncarree.com|383470923||auditif ; mental ; moteur ; visuel|54850|12 rue du bac|Grand Est|MEURTHE-ET-MOSELLE|MEREVILLE|Hôtel-restaurant
89437|2014-00499|Les Jardins de Verderonne|Tourisme et Handicap|M.Marie|ledomaineduchateau@gmail.com|http://www.chateau-de-verderonne.fr|659923055||moteur ; visuel|60140|7bis rue du chateau|Hauts de France|OISE|VERDERONNE|Sport de nature
89438|2014-00500|Hébergement Collectif La Catiche CPIE de Gatine Poitevine|Tourisme et Handicap|M.Chausseray|teilhardva@cc-parthenay-gatine.fr|http://www.cpie79.fr|549691318|549691377|auditif ; mental ; moteur ; visuel|79340|6 rue du Jardin des Sens|Nouvelle Aquitaine|DEUX-SEVRES|COUTIERES|Hébergement collectif
